Account ID,Subscription,Subscription Year,user age,job,marital,education,housing,loan,contact,Account Age,Count of linking accounts,default
23488,Yes,2023,48,blue-collar,married,basic.4y,unknown,unknown,telephone,360,3,1
23489,Yes,2023,46,blue-collar,married,basic.6y,no,no,cellular,500,5,1
23490,Yes,2023,44,blue-collar,single,high.school,yes,yes,cellular,234,1,0
23491,Yes,2023,34,blue-collar,married,basic.9y,no,yes,telephone,146,4,1
23492,Yes,2023,36,services,divorced,university.degree,no,no,cellular,407,1,0
23493,Yes,2023,34,admin.,married,university.degree,no,no,cellular,416,4,1
23494,Yes,2023,37,technician,single,university.degree,no,no,cellular,756,3,1
23495,Yes,2023,44,blue-collar,divorced,basic.6y,no,yes,telephone,122,2,1
23496,Yes,2023,50,admin.,married,high.school,yes,no,cellular,339,2,0
23497,Yes,2023,31,services,single,high.school,no,no,cellular,500,1,0
23498,Yes,2023,48,admin.,divorced,high.school,no,no,telephone,352,2,0
23499,Yes,2023,40,management,married,university.degree,yes,no,cellular,16,34,1
23500,Yes,2023,42,admin.,married,high.school,yes,no,cellular,288,3,1
23501,Yes,2023,37,technician,single,university.degree,yes,no,cellular,164,3,1
23502,Yes,2023,42,entrepreneur,married,high.school,yes,no,cellular,100,2,0
23503,Yes,2023,24,unemployed,single,high.school,yes,no,telephone,245,5,1
23504,Yes,2023,36,technician,married,university.degree,no,no,cellular,95,2,0
23505,Yes,2023,41,blue-collar,married,unknown,yes,no,cellular,285,1,0
23506,Yes,2023,52,housemaid,married,basic.4y,yes,no,cellular,88,1,0
23507,Yes,2023,50,housemaid,divorced,high.school,yes,no,cellular,78,1,0
23508,Yes,2023,25,services,single,high.school,no,no,cellular,422,2,0
23509,Yes,2023,42,admin.,single,university.degree,yes,no,cellular,719,2,0
23510,Yes,2023,40,services,married,high.school,yes,no,telephone,167,3,1
23511,Yes,2023,53,services,married,high.school,no,no,telephone,336,3,1
23512,Yes,2023,55,technician,married,professional.course,no,no,telephone,89,13,1
23513,Yes,2023,30,blue-collar,single,basic.4y,no,no,cellular,112,10,1
23514,Yes,2023,45,management,married,university.degree,no,no,cellular,208,2,0
23515,Yes,2023,37,services,married,high.school,no,no,cellular,221,2,0
23516,Yes,2023,31,services,married,high.school,no,no,cellular,624,5,1
23517,Yes,2023,25,admin.,single,high.school,no,no,cellular,252,1,0
23518,Yes,2023,60,management,married,unknown,no,no,cellular,230,1,0
23519,Yes,2023,28,entrepreneur,married,basic.4y,no,no,cellular,482,3,1
23520,Yes,2023,35,blue-collar,single,unknown,yes,no,telephone,564,1,0
23521,Yes,2023,44,admin.,married,high.school,yes,no,cellular,53,1,0
23522,Yes,2023,30,technician,married,professional.course,yes,no,cellular,279,11,1
23523,Yes,2023,44,admin.,married,high.school,yes,no,cellular,136,1,0
23524,Yes,2023,44,admin.,married,high.school,yes,no,cellular,242,1,0
23525,Yes,2023,38,technician,married,professional.course,yes,no,cellular,185,1,0
23526,Yes,2023,33,technician,married,professional.course,yes,no,telephone,9,17,1
23527,Yes,2023,41,admin.,married,high.school,no,yes,cellular,205,4,1
23528,Yes,2023,31,entrepreneur,single,basic.9y,no,no,cellular,131,3,1
23529,Yes,2023,31,admin.,married,university.degree,no,yes,cellular,15,11,1
23530,Yes,2023,26,technician,married,professional.course,no,no,cellular,192,1,0
23531,Yes,2023,44,housemaid,married,high.school,yes,yes,cellular,118,1,0
23532,Yes,2023,33,blue-collar,married,basic.4y,no,no,cellular,219,1,0
23533,Yes,2023,48,technician,married,unknown,yes,no,cellular,214,1,0
23534,Yes,2023,52,admin.,divorced,university.degree,no,no,cellular,188,1,0
23535,Yes,2023,52,admin.,divorced,university.degree,no,no,cellular,262,1,0
23536,Yes,2023,49,housemaid,married,basic.4y,yes,no,cellular,226,1,0
23537,Yes,2023,57,admin.,married,basic.4y,yes,no,cellular,290,1,0
23538,Yes,2023,31,blue-collar,single,basic.9y,yes,no,cellular,342,1,0
23539,Yes,2023,25,services,married,high.school,yes,no,cellular,140,1,0
23540,Yes,2023,25,services,married,high.school,no,no,cellular,161,1,1
23541,Yes,2023,25,services,married,high.school,no,no,cellular,259,1,0
23542,Yes,2023,55,services,divorced,high.school,yes,yes,cellular,47,7,1
23543,Yes,2023,50,entrepreneur,married,unknown,yes,yes,cellular,163,1,0
23544,Yes,2023,32,services,married,basic.9y,no,no,cellular,491,1,0
23545,Yes,2023,32,services,married,high.school,no,no,cellular,220,1,0
23546,Yes,2023,52,admin.,divorced,university.degree,yes,no,cellular,104,2,0
23547,Yes,2023,46,blue-collar,married,basic.6y,yes,no,telephone,54,3,1
23548,Yes,2023,56,unemployed,divorced,professional.course,no,no,telephone,141,1,1
23549,Yes,2023,26,blue-collar,single,basic.9y,yes,no,cellular,109,1,0
23550,Yes,2023,29,admin.,single,high.school,yes,no,cellular,259,1,0
23551,Yes,2023,34,admin.,married,university.degree,yes,no,cellular,183,1,0
23552,Yes,2023,30,services,married,high.school,yes,no,cellular,24,26,1
23553,Yes,2023,34,admin.,married,university.degree,yes,no,cellular,216,1,0
23554,Yes,2023,30,admin.,divorced,high.school,yes,no,telephone,58,2,0
23555,Yes,2023,31,services,divorced,high.school,no,no,cellular,123,1,1
23556,Yes,2023,49,services,divorced,high.school,yes,no,cellular,146,1,0
23557,Yes,2023,33,technician,married,professional.course,yes,no,cellular,362,1,0
23558,Yes,2023,31,admin.,single,basic.9y,yes,no,cellular,124,1,0
23559,Yes,2023,48,services,divorced,high.school,yes,yes,cellular,191,1,0
23560,Yes,2023,27,services,single,high.school,no,no,cellular,509,4,1
23561,Yes,2023,42,unemployed,married,university.degree,yes,no,cellular,431,1,0
23562,Yes,2023,56,services,married,basic.4y,no,no,cellular,160,1,1
23563,Yes,2023,38,admin.,divorced,university.degree,yes,no,cellular,175,1,0
23564,Yes,2023,48,blue-collar,married,basic.6y,yes,no,cellular,178,1,0
23565,Yes,2023,33,blue-collar,married,basic.6y,yes,no,cellular,186,1,0
23566,Yes,2023,38,admin.,divorced,university.degree,yes,no,cellular,395,1,0
23567,Yes,2023,60,admin.,married,high.school,yes,no,cellular,143,1,0
23568,Yes,2023,35,technician,married,high.school,yes,no,cellular,740,1,0
23569,Yes,2023,56,services,married,basic.4y,no,no,cellular,534,1,0
23570,Yes,2023,60,admin.,married,high.school,no,no,cellular,201,1,0
23571,Yes,2023,60,admin.,married,high.school,no,no,cellular,320,1,0
23572,Yes,2023,40,services,divorced,high.school,yes,no,cellular,144,1,0
23573,Yes,2023,57,admin.,married,professional.course,yes,no,cellular,425,1,0
23574,Yes,2023,32,admin.,single,university.degree,yes,no,cellular,59,1,0
23575,Yes,2023,29,entrepreneur,married,university.degree,no,no,telephone,208,5,1
23576,Yes,2023,31,admin.,single,high.school,yes,no,cellular,85,4,1
23577,Yes,2023,36,technician,single,unknown,no,no,cellular,290,1,0
23578,Yes,2023,55,services,married,basic.6y,no,no,cellular,31,3,1
23579,Yes,2023,36,technician,single,unknown,no,no,cellular,393,1,0
23580,Yes,2023,34,admin.,married,professional.course,no,yes,cellular,82,1,1
23581,Yes,2023,32,blue-collar,single,high.school,yes,no,cellular,523,3,1
23582,Yes,2023,32,blue-collar,single,basic.4y,no,no,cellular,136,2,1
23583,Yes,2023,38,admin.,married,high.school,no,no,cellular,203,1,0
23584,Yes,2023,26,admin.,married,high.school,yes,yes,cellular,144,4,1
23585,Yes,2023,43,admin.,married,university.degree,yes,yes,cellular,152,1,0
23586,Yes,2023,34,admin.,married,university.degree,no,yes,cellular,119,2,0
23587,Yes,2023,39,management,divorced,university.degree,yes,no,cellular,732,1,0
23588,Yes,2023,43,admin.,married,university.degree,no,no,cellular,136,1,0
23589,Yes,2023,38,admin.,married,high.school,no,no,cellular,733,1,0
23590,Yes,2023,33,self-employed,single,professional.course,yes,no,cellular,85,1,0
23591,Yes,2023,43,admin.,married,university.degree,no,no,cellular,524,1,0
23592,Yes,2023,43,admin.,married,university.degree,yes,yes,telephone,377,1,0
23593,Yes,2023,33,services,single,high.school,yes,no,cellular,286,1,0
23594,Yes,2023,42,management,married,basic.6y,yes,no,cellular,304,1,0
23595,Yes,2023,26,blue-collar,married,basic.9y,no,no,cellular,106,1,1
23596,Yes,2023,24,admin.,married,high.school,no,no,cellular,42,1,1
23597,Yes,2023,32,technician,married,professional.course,no,no,cellular,711,1,0
23598,Yes,2023,48,technician,married,high.school,yes,no,cellular,97,4,1
23599,Yes,2023,34,management,single,unknown,yes,no,cellular,288,1,0
23600,Yes,2023,26,blue-collar,married,basic.9y,no,no,cellular,99,1,1
23601,Yes,2023,40,admin.,single,university.degree,yes,no,cellular,238,3,1
23602,Yes,2023,35,admin.,single,high.school,no,no,cellular,136,1,1
23603,Yes,2023,33,blue-collar,single,basic.9y,yes,yes,cellular,367,1,0
23604,Yes,2023,39,blue-collar,married,basic.6y,yes,no,cellular,188,1,0
23605,Yes,2023,33,blue-collar,single,basic.9y,yes,no,cellular,531,1,0
23606,Yes,2023,43,management,married,basic.9y,no,no,cellular,217,1,0
23607,Yes,2023,53,retired,divorced,high.school,yes,no,cellular,256,1,0
23608,Yes,2023,39,blue-collar,married,basic.6y,no,no,cellular,634,1,0
23609,Yes,2023,26,blue-collar,married,basic.9y,yes,no,cellular,124,1,0
23610,Yes,2023,26,admin.,married,high.school,no,no,cellular,260,1,0
23611,Yes,2023,25,technician,single,university.degree,no,no,cellular,460,3,1
23612,Yes,2023,38,entrepreneur,married,basic.9y,no,yes,cellular,133,2,1
23613,Yes,2023,38,services,single,high.school,no,no,cellular,166,1,1
23614,Yes,2023,36,technician,single,unknown,yes,no,cellular,1046,2,0
23615,Yes,2023,48,technician,married,high.school,no,no,cellular,143,3,1
23616,Yes,2023,48,management,married,high.school,no,no,cellular,116,1,1
23617,Yes,2023,43,technician,single,professional.course,yes,no,cellular,265,1,0
23618,Yes,2023,33,technician,married,high.school,no,no,telephone,176,1,1
23619,Yes,2023,33,services,married,high.school,yes,yes,cellular,130,1,0
23620,Yes,2023,33,services,married,high.school,no,no,cellular,130,1,1
23621,Yes,2023,35,services,divorced,high.school,unknown,unknown,cellular,96,2,1
23622,Yes,2023,33,services,married,high.school,no,no,cellular,272,1,0
23623,Yes,2023,26,blue-collar,married,basic.9y,no,no,cellular,90,1,1
23624,Yes,2023,49,management,married,university.degree,yes,no,cellular,71,1,0
23625,Yes,2023,48,management,married,high.school,no,no,cellular,705,1,0
23626,Yes,2023,47,technician,married,professional.course,no,yes,cellular,106,1,1
23627,Yes,2023,28,technician,single,professional.course,yes,no,cellular,185,2,0
23628,Yes,2023,35,admin.,married,high.school,yes,no,cellular,992,2,0
23629,Yes,2023,47,technician,married,professional.course,no,no,cellular,455,1,0
23630,Yes,2023,41,admin.,single,university.degree,no,no,cellular,253,1,0
23631,Yes,2023,52,admin.,divorced,university.degree,yes,no,cellular,187,2,0
23632,Yes,2023,48,management,married,high.school,no,no,cellular,154,1,1
23633,Yes,2023,26,blue-collar,married,basic.9y,yes,no,cellular,114,1,0
23634,Yes,2023,26,management,single,university.degree,yes,no,cellular,154,1,0
23635,Yes,2023,26,management,single,university.degree,yes,no,cellular,201,1,0
23636,Yes,2023,28,admin.,single,unknown,no,no,cellular,574,2,0
23637,Yes,2023,59,housemaid,married,basic.4y,unknown,unknown,cellular,202,2,0
23638,Yes,2023,27,admin.,single,professional.course,no,no,cellular,46,1,1
23639,Yes,2023,52,admin.,divorced,university.degree,yes,yes,cellular,401,2,0
23640,Yes,2023,24,student,single,high.school,no,no,cellular,86,1,1
23641,Yes,2023,28,services,married,high.school,yes,no,cellular,191,1,0
23642,Yes,2023,41,admin.,single,university.degree,no,no,cellular,362,1,0
23643,Yes,2023,43,admin.,single,high.school,yes,no,telephone,287,1,0
23644,Yes,2023,43,management,single,university.degree,yes,yes,cellular,92,2,0
23645,Yes,2023,29,admin.,single,high.school,no,no,cellular,574,2,0
23646,Yes,2023,43,blue-collar,married,basic.6y,yes,no,cellular,220,2,0
23647,Yes,2023,29,blue-collar,married,basic.9y,no,no,cellular,249,3,1
23648,Yes,2023,43,admin.,single,high.school,no,no,cellular,120,1,1
23649,Yes,2023,26,entrepreneur,married,professional.course,yes,no,cellular,113,1,0
23650,Yes,2023,26,entrepreneur,married,professional.course,yes,no,cellular,359,1,0
23651,Yes,2023,30,admin.,single,high.school,yes,no,cellular,443,1,0
23652,Yes,2023,30,technician,single,university.degree,no,no,cellular,402,1,0
23653,Yes,2023,38,blue-collar,married,high.school,no,no,cellular,165,1,1
23654,Yes,2023,42,blue-collar,married,basic.6y,no,no,cellular,71,1,1
23655,Yes,2023,42,blue-collar,married,basic.6y,no,no,telephone,190,1,0
23656,Yes,2023,56,technician,divorced,professional.course,no,no,cellular,143,1,1
23657,Yes,2023,30,services,married,basic.9y,no,no,telephone,186,2,0
23658,Yes,2023,57,admin.,married,basic.4y,yes,no,cellular,325,1,0
23659,Yes,2023,25,services,married,high.school,no,no,cellular,1767,2,0
23660,Yes,2023,34,admin.,married,university.degree,no,no,cellular,145,2,0
23661,Yes,2023,30,technician,single,professional.course,no,no,cellular,125,1,1
23662,Yes,2023,30,technician,single,professional.course,no,no,cellular,156,1,1
23663,Yes,2023,46,services,married,basic.9y,no,no,cellular,630,2,0
23664,Yes,2023,30,technician,single,high.school,no,no,cellular,116,1,1
23665,Yes,2023,48,technician,divorced,professional.course,yes,no,cellular,188,1,0
23666,Yes,2023,47,blue-collar,divorced,basic.9y,yes,no,cellular,199,1,0
23667,Yes,2023,35,blue-collar,married,basic.4y,no,no,cellular,545,3,1
23668,Yes,2023,29,admin.,married,high.school,yes,no,cellular,681,1,0
23669,Yes,2023,30,unemployed,single,basic.4y,no,yes,cellular,489,1,0
23670,Yes,2023,42,admin.,married,university.degree,yes,yes,cellular,156,1,0
23671,Yes,2023,27,admin.,single,professional.course,yes,no,cellular,483,2,0
23672,Yes,2023,37,services,married,basic.6y,yes,no,cellular,165,1,0
23673,Yes,2023,37,admin.,married,university.degree,no,no,cellular,197,2,0
23674,Yes,2023,28,blue-collar,married,basic.9y,no,no,cellular,245,1,0
23675,Yes,2023,34,technician,single,university.degree,yes,yes,cellular,113,1,0
23676,Yes,2023,34,technician,single,university.degree,no,no,cellular,173,1,1
23677,Yes,2023,28,services,married,high.school,no,no,cellular,214,1,0
23678,Yes,2023,34,technician,single,university.degree,no,yes,cellular,1082,1,0
23679,Yes,2023,30,technician,single,professional.course,yes,no,cellular,206,1,0
23680,Yes,2023,42,blue-collar,married,basic.9y,no,no,cellular,730,1,0
23681,Yes,2023,33,services,single,high.school,yes,no,cellular,143,2,0
23682,Yes,2023,29,self-employed,married,unknown,no,no,cellular,125,2,1
23683,Yes,2023,30,technician,single,professional.course,no,no,cellular,259,1,0
23684,Yes,2023,30,technician,single,professional.course,yes,no,cellular,154,1,0
23685,Yes,2023,44,blue-collar,single,university.degree,yes,yes,cellular,70,2,0
23686,Yes,2023,42,blue-collar,married,basic.6y,no,no,cellular,211,2,0
23687,Yes,2023,30,technician,single,professional.course,no,no,cellular,163,1,1
23688,Yes,2023,31,management,single,basic.9y,yes,no,cellular,123,4,1
23689,Yes,2023,36,admin.,married,university.degree,yes,no,cellular,716,5,0
23690,Yes,2023,39,services,married,high.school,no,no,cellular,297,1,0
23691,Yes,2023,40,technician,divorced,professional.course,yes,no,cellular,86,2,0
23692,Yes,2023,40,technician,divorced,professional.course,no,no,cellular,122,2,1
23693,Yes,2023,34,technician,single,university.degree,no,no,cellular,116,2,1
23694,Yes,2023,26,blue-collar,married,basic.9y,no,no,cellular,250,2,0
23695,Yes,2023,37,blue-collar,single,basic.6y,no,no,cellular,338,3,1
23696,Yes,2023,32,blue-collar,married,university.degree,no,no,cellular,212,1,0
23697,Yes,2023,25,admin.,single,high.school,no,yes,cellular,586,2,0
23698,Yes,2023,26,blue-collar,married,basic.9y,no,no,telephone,77,2,1
23699,Yes,2023,28,services,married,high.school,no,no,cellular,413,1,0
23700,Yes,2023,43,technician,single,professional.course,no,no,cellular,97,6,1
23701,Yes,2023,31,services,married,high.school,unknown,unknown,cellular,135,1,1
23702,Yes,2023,34,self-employed,divorced,professional.course,no,no,cellular,361,1,0
23703,Yes,2023,29,technician,single,university.degree,no,yes,cellular,293,1,0
23704,Yes,2023,34,blue-collar,married,basic.4y,yes,yes,cellular,528,2,0
23705,Yes,2023,23,admin.,single,high.school,no,no,cellular,220,1,0
23706,Yes,2023,27,admin.,single,professional.course,no,no,cellular,803,2,0
23707,Yes,2023,54,retired,divorced,basic.4y,yes,no,cellular,141,1,0
23708,Yes,2023,54,retired,divorced,basic.4y,yes,no,cellular,188,1,0
23709,Yes,2023,49,management,married,university.degree,yes,no,cellular,604,1,0
23710,Yes,2023,34,technician,single,university.degree,no,no,cellular,159,2,1
23711,Yes,2023,54,retired,divorced,basic.4y,yes,no,cellular,498,1,0
23712,Yes,2023,40,admin.,single,university.degree,yes,no,cellular,220,4,1
23713,Yes,2023,20,blue-collar,married,basic.4y,no,yes,cellular,285,1,0
23714,Yes,2023,30,technician,married,university.degree,yes,no,cellular,231,1,0
23715,Yes,2023,30,technician,married,university.degree,no,no,cellular,305,1,0
23716,Yes,2023,24,student,single,high.school,yes,no,cellular,154,2,0
23717,Yes,2023,37,blue-collar,single,professional.course,no,no,cellular,96,1,1
23718,Yes,2023,36,blue-collar,married,basic.4y,yes,no,cellular,221,1,0
23719,Yes,2023,33,admin.,married,university.degree,yes,no,cellular,83,2,0
23720,Yes,2023,32,services,divorced,high.school,yes,no,cellular,454,1,0
23721,Yes,2023,36,blue-collar,married,basic.4y,yes,yes,cellular,353,1,0
23722,Yes,2023,34,blue-collar,married,basic.9y,no,yes,cellular,215,2,0
23723,Yes,2023,33,services,married,basic.9y,yes,no,cellular,163,1,0
23724,Yes,2023,27,admin.,single,high.school,yes,no,cellular,121,1,0
23725,Yes,2023,27,admin.,single,high.school,no,no,cellular,185,1,0
23726,Yes,2023,27,admin.,single,high.school,no,no,cellular,297,1,0
23727,Yes,2023,47,blue-collar,divorced,basic.9y,yes,no,cellular,266,1,0
23728,Yes,2023,27,admin.,single,high.school,no,no,cellular,491,1,0
23729,Yes,2023,29,admin.,single,high.school,yes,no,cellular,303,1,0
23730,Yes,2023,34,services,single,high.school,yes,no,telephone,112,1,0
23731,Yes,2023,55,retired,married,basic.6y,no,no,cellular,61,3,1
23732,Yes,2023,29,entrepreneur,married,university.degree,yes,no,cellular,306,2,0
23733,Yes,2023,32,admin.,single,university.degree,no,no,cellular,1027,1,0
23734,Yes,2023,27,entrepreneur,married,high.school,no,no,cellular,831,1,0
23735,Yes,2023,26,entrepreneur,married,basic.4y,no,no,cellular,510,1,0
23736,Yes,2023,27,admin.,single,professional.course,no,no,cellular,338,2,0
23737,Yes,2023,45,management,married,university.degree,unknown,unknown,cellular,107,2,1
23738,Yes,2023,25,blue-collar,single,basic.9y,yes,yes,cellular,138,1,0
23739,Yes,2023,37,services,divorced,basic.6y,yes,yes,cellular,210,2,0
23740,Yes,2023,23,entrepreneur,married,professional.course,no,no,cellular,58,1,1
23741,Yes,2023,31,admin.,married,high.school,yes,no,cellular,305,2,0
23742,Yes,2023,37,entrepreneur,single,basic.9y,yes,no,cellular,349,3,1
23743,Yes,2023,43,management,single,university.degree,no,no,cellular,312,2,0
23744,Yes,2023,23,entrepreneur,married,professional.course,yes,no,cellular,283,1,0
23745,Yes,2023,28,blue-collar,married,basic.9y,no,no,cellular,55,1,1
23746,Yes,2023,48,technician,divorced,professional.course,yes,no,cellular,360,4,1
23747,Yes,2023,27,admin.,single,high.school,no,no,cellular,216,1,0
23748,Yes,2023,33,blue-collar,married,basic.9y,yes,no,cellular,327,5,1
23749,Yes,2023,27,admin.,single,high.school,no,no,cellular,317,1,0
23750,Yes,2023,27,management,single,university.degree,yes,yes,cellular,76,2,0
23751,Yes,2023,29,admin.,single,high.school,yes,no,cellular,202,2,0
23752,Yes,2023,43,blue-collar,divorced,basic.9y,no,no,cellular,108,1,1
23753,Yes,2023,41,blue-collar,married,unknown,yes,yes,cellular,301,1,0
23754,Yes,2023,41,blue-collar,married,unknown,yes,no,telephone,460,1,0
23755,Yes,2023,47,admin.,married,university.degree,yes,no,cellular,194,3,0
23756,Yes,2023,29,admin.,married,high.school,no,yes,cellular,165,3,1
23757,Yes,2023,43,technician,single,professional.course,yes,no,cellular,64,3,1
23758,Yes,2023,33,blue-collar,single,basic.9y,no,yes,cellular,141,2,1
23759,Yes,2023,43,blue-collar,divorced,basic.9y,yes,no,cellular,82,1,0
23760,Yes,2023,53,retired,divorced,high.school,yes,no,cellular,84,3,1
23761,Yes,2023,41,blue-collar,married,unknown,no,no,cellular,89,1,1
23762,Yes,2023,26,technician,married,professional.course,yes,no,cellular,136,1,0
23763,Yes,2023,41,blue-collar,married,unknown,yes,no,cellular,158,1,0
23764,Yes,2023,41,blue-collar,married,unknown,no,yes,cellular,161,1,1
23765,Yes,2023,52,retired,married,basic.6y,no,no,cellular,203,1,0
23766,Yes,2023,43,admin.,single,high.school,yes,yes,cellular,54,2,0
23767,Yes,2023,55,retired,married,basic.6y,yes,yes,cellular,632,2,0
23768,Yes,2023,27,admin.,single,high.school,no,no,cellular,158,1,1
23769,Yes,2023,27,admin.,single,high.school,no,no,cellular,192,1,0
23770,Yes,2023,27,admin.,single,high.school,yes,yes,cellular,144,1,0
23771,Yes,2023,28,blue-collar,divorced,high.school,yes,no,cellular,251,1,0
23772,Yes,2023,38,blue-collar,married,basic.9y,unknown,unknown,cellular,319,4,1
23773,Yes,2023,50,admin.,married,professional.course,yes,yes,cellular,635,1,0
23774,Yes,2023,35,blue-collar,married,professional.course,no,no,cellular,584,2,0
23775,Yes,2023,35,technician,married,professional.course,yes,no,cellular,157,8,1
23776,Yes,2023,49,management,married,university.degree,no,yes,cellular,606,2,0
23777,Yes,2023,29,services,married,high.school,yes,no,cellular,78,4,1
23778,Yes,2023,42,blue-collar,married,basic.9y,no,no,cellular,119,3,1
23779,Yes,2023,40,blue-collar,married,basic.4y,unknown,unknown,cellular,192,2,0
23780,Yes,2023,28,blue-collar,divorced,high.school,yes,yes,cellular,214,1,0
23781,Yes,2023,57,retired,married,professional.course,no,yes,cellular,1720,4,1
23782,Yes,2023,30,blue-collar,married,basic.6y,yes,no,cellular,355,1,0
23783,Yes,2023,38,admin.,married,university.degree,yes,yes,cellular,452,3,1
23784,Yes,2023,34,admin.,single,university.degree,yes,no,cellular,819,3,1
23785,Yes,2023,30,blue-collar,married,basic.9y,no,no,cellular,623,2,0
23786,Yes,2023,29,technician,married,professional.course,no,no,cellular,294,2,0
23787,Yes,2023,33,blue-collar,single,basic.9y,yes,yes,telephone,63,3,1
23788,Yes,2023,28,technician,married,professional.course,yes,no,cellular,280,2,0
23789,Yes,2023,27,admin.,single,professional.course,no,yes,cellular,518,2,0
23790,Yes,2023,49,management,married,university.degree,yes,no,telephone,336,4,0
23791,Yes,2023,38,blue-collar,married,basic.9y,no,no,cellular,171,2,1
23792,Yes,2023,55,services,married,basic.6y,yes,no,cellular,326,6,1
23793,Yes,2023,41,services,divorced,high.school,yes,no,cellular,55,2,0
23794,Yes,2023,32,services,married,high.school,no,yes,cellular,302,3,1
23795,Yes,2023,52,admin.,divorced,university.degree,no,no,cellular,323,2,0
23796,Yes,2023,33,blue-collar,single,basic.9y,no,no,telephone,346,2,0
23797,Yes,2023,35,entrepreneur,married,basic.9y,no,no,cellular,291,2,0
23798,Yes,2023,25,blue-collar,single,basic.4y,yes,yes,cellular,426,3,1
23799,Yes,2023,31,blue-collar,married,basic.6y,no,no,telephone,107,3,1
23800,Yes,2023,59,housemaid,married,basic.4y,no,no,cellular,483,2,0
23801,Yes,2023,28,services,married,high.school,no,no,cellular,289,1,0
23802,Yes,2023,28,services,married,high.school,no,no,cellular,262,1,0
23803,Yes,2023,32,technician,single,professional.course,no,no,cellular,52,5,1
23804,Yes,2023,26,management,single,university.degree,no,no,cellular,517,2,0
23805,Yes,2023,28,services,married,high.school,yes,no,telephone,71,1,0
23806,Yes,2023,28,services,married,high.school,no,no,cellular,554,1,0
23807,Yes,2023,28,services,married,high.school,no,no,cellular,96,1,1
23808,Yes,2023,28,services,married,high.school,yes,no,cellular,59,1,0
23809,Yes,2023,44,admin.,married,university.degree,yes,no,cellular,228,2,0
23810,Yes,2023,31,self-employed,married,university.degree,yes,no,cellular,242,2,0
23811,Yes,2023,57,admin.,married,basic.4y,yes,no,cellular,150,2,0
23812,Yes,2023,33,blue-collar,single,basic.9y,yes,no,cellular,154,3,1
23813,Yes,2023,43,blue-collar,divorced,high.school,yes,no,cellular,658,2,0
23814,Yes,2023,34,technician,single,university.degree,no,no,cellular,117,3,1
23815,Yes,2023,47,technician,married,professional.course,yes,no,cellular,362,2,0
23816,Yes,2023,28,services,married,high.school,yes,no,cellular,124,1,0
23817,Yes,2023,32,blue-collar,single,basic.4y,yes,no,cellular,145,12,1
23818,Yes,2023,27,admin.,single,professional.course,yes,no,cellular,1061,4,1
23819,Yes,2023,37,entrepreneur,married,basic.9y,unknown,unknown,cellular,268,2,0
23820,Yes,2023,38,blue-collar,single,basic.9y,yes,no,cellular,237,3,1
23821,Yes,2023,28,services,married,high.school,no,yes,cellular,378,1,0
23822,Yes,2023,28,services,married,high.school,no,no,cellular,171,1,1
23823,Yes,2023,28,services,married,high.school,yes,no,cellular,286,1,0
23824,Yes,2023,26,blue-collar,single,professional.course,unknown,unknown,cellular,392,2,0
23825,Yes,2023,36,admin.,married,university.degree,yes,no,cellular,218,3,0
23826,Yes,2023,31,admin.,single,high.school,no,no,cellular,21,35,1
23827,Yes,2023,33,blue-collar,single,basic.9y,no,no,telephone,116,2,1
23828,Yes,2023,52,admin.,divorced,university.degree,yes,yes,cellular,201,9,1
23829,Yes,2023,30,services,married,high.school,yes,no,cellular,1344,3,1
23830,Yes,2023,27,admin.,single,professional.course,yes,yes,cellular,520,3,1
23831,Yes,2023,28,blue-collar,married,basic.9y,yes,no,cellular,137,3,1
23832,Yes,2023,28,services,single,high.school,no,no,cellular,82,4,1
23833,Yes,2023,26,admin.,single,basic.9y,yes,yes,cellular,687,2,0
23834,Yes,2023,30,admin.,married,university.degree,yes,yes,telephone,212,2,0
23835,Yes,2023,48,technician,divorced,professional.course,yes,no,telephone,243,5,1
23836,Yes,2023,25,services,married,high.school,unknown,unknown,cellular,160,2,1
23837,Yes,2023,32,blue-collar,single,basic.4y,yes,no,telephone,49,7,1
23838,Yes,2023,29,admin.,married,high.school,no,yes,telephone,65,3,1
23839,Yes,2023,28,services,married,high.school,yes,no,cellular,376,1,0
23840,Yes,2023,28,admin.,single,university.degree,yes,no,cellular,476,2,0
23841,Yes,2023,45,entrepreneur,married,university.degree,yes,yes,telephone,379,3,1
23842,Yes,2023,43,blue-collar,divorced,basic.9y,no,no,cellular,141,4,1
23843,Yes,2023,49,services,divorced,high.school,yes,no,cellular,155,2,0
23844,Yes,2023,33,services,married,high.school,yes,no,cellular,90,2,0
23845,Yes,2023,30,technician,single,high.school,no,no,telephone,17,4,1
23846,Yes,2023,31,admin.,single,high.school,no,no,cellular,140,3,1
23847,Yes,2023,43,admin.,married,university.degree,no,no,cellular,187,2,0
23848,Yes,2023,30,technician,single,professional.course,no,no,cellular,136,2,1
23849,Yes,2023,34,management,single,unknown,no,no,cellular,416,4,1
23850,Yes,2023,34,technician,married,professional.course,yes,no,telephone,389,7,1
23851,Yes,2023,38,blue-collar,married,basic.9y,no,no,cellular,283,2,0
23852,Yes,2023,55,retired,married,basic.6y,yes,no,telephone,554,3,1
23853,Yes,2023,33,blue-collar,married,basic.6y,yes,no,cellular,17,11,1
23854,Yes,2023,48,management,married,high.school,yes,no,cellular,22,3,1
23855,Yes,2023,34,entrepreneur,single,basic.9y,yes,no,cellular,38,2,0
